Downtime_Minutes,Users_Affected,Transactions,Financial_Loss_INR,Data_Risk_Transactions_Lost
67.71,13432,2390,66673,2132
32.94,20402,3003,65271,2390
46.45,34454,3519,102331,1319
18.17,18893,3713,60224,2415
29.85,6604,1315,27936,971
8.57,28525,4723,81918,1636
36.67,29911,5095,96400,4260
16.74,49306,8092,142495,6563
17.53,47495,4210,119710,3621
31.44,29846,2165,79330,1317
82.6,17325,2306,83713,1140
1.98,39796,7685,118156,4640
52.25,31073,5647,109262,4165
10.38,37455,2473,88946,1359
17.61,27296,1598,66275,816
0.66,19390,3510,56357,1215
10.75,43054,6111,118424,3473
20.95,10224,977,30128,523
1.73,37924,5091,101417,3553
20.26,38850,3234,98431,1821
78.56,2372,455,41837,137
3.34,6241,1086,18217,641
43.37,24778,4815,87913,3679
15.81,9261,722,25275,626
31.94,1171,206,12398,85
9.04,17220,2308,47339,1277
5.21,26041,2571,65532,2078
5.25,39244,4785,103013,1558
2.19,24233,4644,71848,2368
6.16,3730,573,11089,375
32.74,327,34,10190,17
64.03,48210,9641,170245,5723
50.48,39533,4026,117129,3476
34.67,14108,2427,50557,762
3.51,20054,3362,57246,1165
10.24,40861,6473,115725,2706
11.12,14775,2222,42514,1179
8.63,1719,113,5270,65
21.71,12985,2587,43962,833
23.01,2304,170,10975,141
13.24,40610,5661,111934,4274
13.1,11794,1030,31108,474
52.9,44686,3365,125437,1527
46.72,40442,5415,123925,1707
11.04,9473,1662,29089,896
73.53,11548,1230,60770,556
91.61,31310,1927,116096,1293
11.87,25510,3662,71374,2302
13.13,29128,4805,84659,4200
21.13,2864,270,11935,209
84.97,43469,6676,159478,2326
62.7,11567,709,51503,512
3.25,8299,864,21210,314
14.96,27195,3293,73749,1626
24.18,43279,7240,128703,4582
20.98,32563,3279,86326,1958
6.47,39107,4616,102115,3305
58.73,47811,6896,152606,5420
33.9,13717,1969,47146,1570
54.59,28404,3626,95103,1214
58.72,3429,340,31056,232
41.39,31293,4709,99446,4128
17.35,11663,2047,37175,1541
28.29,5684,415,20966,253
5.24,8905,900,22910,809
33.59,25364,3812,79523,1244
5.93,9189,1501,26604,529
35.52,13739,2297,49547,1747
7.83,24785,3667,68999,2309
3.75,48356,5886,126505,2205
5.42,11210,1646,31280,864
0.06,34028,2390,80006,809
38.05,45041,3655,120094,2250
39.55,21228,4014,74961,1454
21.7,40199,7570,123303,2302
5.28,14784,2344,41894,1156
2.62,47666,4721,119148,2078
0.58,24519,3612,67120,1868
5.44,1627,249,5132,127
66.45,15320,1949,67470,1321
8.29,23802,3862,68108,2734
13.12,42973,2340,100022,880
3.34,27857,2463,68334,1461
7.54,46764,7910,134114,6592
21.97,13185,2515,44094,978
28.08,15305,2776,51928,2443
8.45,21094,3321,60020,1034
1.78,31045,2322,73819,835
14.88,20734,2183,55252,887
8.01,43066,2477,99649,1441
7.44,30669,4477,84737,2146
96.46,30275,3556,125701,1959
28.74,45266,6153,128999,5319
24.42,6726,1324,26104,668
16.12,35723,3941,94388,3187
16.81,4064,390,13523,134
23.35,47477,3446,117827,2712
35.76,47358,3388,122350,2849
36.33,18158,2320,58866,1092
5.65,25866,4200,73403,2638
20.8,46198,6221,128244,2564
15.93,35260,6381,105603,2262
61.33,16362,1593,64702,1214
29.94,39746,5534,115354,3751
22.81,47772,7126,136621,5354
3.68,34789,3204,85950,1806
27.91,29065,3181,81409,1430
3.74,10984,1522,29939,846
12.34,4533,240,12433,81
4.62,18311,3350,53869,1574
35.34,10791,719,35679,344
6.93,31163,1780,72138,1297
14.92,33584,2762,83859,916
67.81,49882,6252,158942,2795
6.86,21344,2119,54180,987
21.27,24760,2872,68783,1811
16.3,36636,2294,88033,1024
0.55,35575,3022,86280,1146
47.22,30184,1951,86345,887
2.15,49019,4139,118890,2289
19.29,24902,3872,73399,2382
24.68,42367,5774,119732,1858
29.7,49174,4922,131051,2391
35.0,20714,1847,61017,1400
8.76,5133,1024,16682,674
0.3,4486,740,12680,424
38.56,12250,2123,47087,1213
23.01,8257,445,24259,231
54.26,46981,2768,127785,1398
51.68,48842,7662,154568,4140
55.61,30508,2403,93764,1974
19.91,7775,885,24418,514
12.18,26328,2043,64995,1433
47.04,18351,1404,59854,1101
18.01,23449,1556,58498,870
6.08,49278,6856,133585,5508
57.93,15926,2562,66705,2294
64.25,45709,2675,130546,1611
18.84,9224,842,26746,456
2.36,6688,994,18527,778
14.72,31043,3378,81800,2329
48.82,48690,7581,152339,5063
69.61,28134,4610,108359,3834
6.82,22251,1220,51493,841
2.08,49718,5326,126215,3648
62.95,32500,5179,115869,2196
14.8,13636,1455,37393,1037
23.41,2800,142,11973,120
103.32,26174,2629,118005,1697
2.07,8909,1611,26021,1356
31.35,15215,2933,53871,1477
2.31,45613,6115,121976,1990
14.12,19171,1839,50190,1042
48.86,38200,4580,116376,1384
17.05,23290,1989,60044,781
176.16,21540,1620,168080,671
24.57,26180,3247,74682,2014
11.62,45027,7226,128164,6286
7.46,33047,2755,80887,859
12.95,8096,1509,26066,666
13.98,43645,3283,106319,2894
2.14,14962,2001,40085,1658
13.84,38332,6380,111138,5109
18.72,23204,1902,59968,675
38.48,17405,1644,54966,1128
32.08,35960,2075,91378,875
37.01,5627,1078,27901,744
0.25,44659,5495,116799,3058
7.36,13827,824,32773,561
32.51,30067,5247,95638,2924
19.85,23949,3242,68529,2738
0.16,2819,164,6461,51
48.97,48780,5738,143381,2380
44.46,48335,5566,139322,4451
23.85,13024,936,36551,694
2.06,9315,1053,24043,433
43.64,49403,4565,136044,1702
26.29,24688,3826,75246,1862
45.69,25390,1290,72673,759
41.8,48109,3173,125595,1041
48.74,20109,3776,76110,3048
21.89,32012,3681,87551,2254
4.54,1244,95,3446,80
33.37,37402,6320,116040,3131
29.06,14735,2618,50394,862
40.67,33588,2743,93860,2256
5.59,1106,173,3737,67
6.51,11590,1648,32249,826
66.33,27144,4390,103248,2540
41.59,7199,1210,33856,720
71.65,23600,3519,95121,1105
42.65,45179,8739,147981,5383
27.28,637,114,8966,39
31.85,48797,4115,127156,2041
65.98,11116,2079,59424,1840
25.94,35553,3695,96186,1730
30.02,2080,330,14034,259
5.11,6006,1064,17908,644
19.27,33407,3857,90328,1625
37.81,23530,1358,65472,995
9.48,44944,8649,134592,5475
6.78,28729,1748,67080,1083
11.3,27875,2849,71893,905
8.29,40129,5596,109431,2799
7.26,30498,2062,72283,1527
16.59,42088,7396,124535,5751
71.53,151,12,30608,9
21.22,24918,4931,79378,1589
6.24,1786,334,6022,132
2.4,19305,2715,52371,2420
35.74,23047,3434,73945,1350
14.48,8196,1065,24471,455
51.75,42900,4661,127719,3642
32.32,8716,895,31094,479
47.72,43187,7935,142533,2934
9.52,8645,1179,24653,442
35.36,36558,6342,115341,2221
9.2,8584,1091,24017,445
83.94,816,78,40474,46
30.35,23767,1515,63468,468
11.77,29300,2887,75053,1068
9.42,4675,850,15045,717
6.36,21056,3301,59418,2726
35.59,10770,1808,41195,1446
7.4,15737,2612,45541,1890
27.14,16446,1118,45550,779
9.22,27040,1996,65460,928
32.54,33505,3269,92635,1637
50.61,40847,3886,119127,1715
45.16,9591,574,37223,509
42.92,12731,929,44166,632
6.24,22034,3931,64501,3457
2.78,27282,3774,73665,1747
36.01,9003,912,33372,613
13.78,27286,3519,74725,2658
16.99,11825,1054,32420,376
0.95,12170,1674,32756,1172
9.02,36209,2215,84846,889
1.03,16168,2997,47373,1489
63.41,5650,486,38973,354
8.37,18267,3157,53529,1780
24.45,25543,3805,76155,3244
1.19,14788,1899,39136,844
32.97,49719,9420,156005,3695
11.7,38451,2826,93033,1419
68.46,29648,2012,97677,1632
65.71,12213,1200,57058,970
11.8,22389,3907,66340,2037
69.37,18260,1009,70451,792
166.85,33949,2916,190238,1010
52.36,46305,5265,137879,1603
55.91,19409,3046,74947,2494
8.59,36952,3506,92692,2890
25.79,45121,5288,123230,2041
2.09,40496,4070,101492,1948
2.99,6295,401,14853,324
204.17,1111,178,148982,62
11.86,24386,2906,65345,2376
41.37,33681,5788,109607,3732
49.3,12238,1887,51218,1310
58.56,26819,1573,83910,1033
181.32,33140,4142,209072,2690
8.29,48550,9643,146508,3963
1.24,20128,1935,49999,854
15.89,16292,2019,45845,1308
4.18,18200,2690,50277,1454
0.68,6376,512,15340,319
13.41,27651,4296,79236,1941
45.94,6928,1032,34583,596
25.05,33224,3529,90363,1362
11.25,13754,1274,35765,411
31.87,303,56,9881,48
7.92,20229,1396,48552,1024
0.43,6714,770,17292,461
43.36,47667,7867,148946,4960
29.32,33364,2409,86712,1461
43.1,13089,2486,52757,2086
1.19,49314,6358,130483,4858
54.44,1679,211,24498,104
28.99,4976,565,20581,243
24.86,40718,7334,124304,2492
29.39,4225,812,20478,315
59.95,5428,580,36964,344
26.52,49068,6445,137191,2716
26.09,42140,4100,111444,1998
140.27,11796,1240,112852,471
42.41,36247,1966,96132,1678
17.52,16219,2723,49718,871
36.87,24117,4712,82987,2408
14.79,48880,8086,141034,3678
7.8,26304,3359,70491,1024
27.25,19662,3423,63552,2934
79.01,24528,4382,106080,2139
79.41,21597,2843,92791,1709
12.55,3472,661,12472,429
22.5,23247,1267,58166,844
7.13,17553,904,40578,520
163.0,47280,2941,213314,1930
119.09,34060,1998,143087,1500
31.45,17297,1966,53243,1712
48.95,34020,6499,117660,4511
37.67,1983,299,17020,172
26.98,16751,2494,52978,1413
1.64,20155,2171,51270,1575
18.2,2912,378,11594,255
33.7,30545,2920,85470,1612
33.95,45740,5839,130566,2928
14.01,6662,1079,21341,966
85.26,7113,951,58344,722
5.49,5277,595,14172,252
20.82,20569,3635,64061,1727
35.22,49635,4621,132826,3864
35.83,31329,3829,92528,2666
31.38,29201,5744,95910,2794
9.66,28087,5479,85070,2841
5.1,23205,1182,52895,623
30.31,23567,3059,70773,1259
27.44,17533,1762,51061,1069
5.93,18317,1716,45936,1303
36.64,31408,4379,95799,2795
18.22,9089,1062,27376,736
33.06,37335,5970,114023,3923
54.49,19459,1052,64288,352
5.58,5255,993,16134,409
0.58,47004,6352,125790,3240
45.3,8061,1230,37517,1025
28.22,24083,3388,72603,1725
36.08,7286,1445,32634,717
54.63,7606,1505,42928,524
48.71,41126,5818,128338,5138
97.26,46170,7045,175527,5404
23.03,49051,7003,138643,5319
20.11,30325,2929,79804,1553
15.42,7891,622,21919,215
5.01,27697,3058,71244,1400
25.5,6870,1047,25414,849
9.73,9993,583,24418,237
76.27,25254,3210,99859,2685
26.25,24418,2716,69142,1687
26.96,40855,5275,115082,3844
13.15,40033,7167,118285,4100
1.6,13614,777,31214,667
0.97,31458,5176,88843,2297
16.51,22538,3381,65336,2175
2.65,37373,3011,90016,1028
28.01,27556,4412,84582,2595
63.85,23731,2953,87738,2609
64.35,5907,721,41226,254
32.28,6356,778,25772,469
7.12,15256,2935,46136,1941
59.63,12008,2301,58545,1976
65.17,24535,4589,98320,2195
6.57,4384,802,13619,482
40.12,30532,1698,82258,1515
10.13,14538,1600,38687,1218
48.68,35022,6452,119287,5072
176.75,40610,6630,231865,5093
0.91,14327,1697,37182,1033
68.3,14365,2384,68871,1336
29.24,19288,1566,54309,709
108.79,18704,2617,107224,1516
18.77,28665,3725,80019,1163
56.4,32688,4446,108781,1592
1.93,42058,6656,117530,3143
12.25,32174,6192,97452,3097
2.08,17205,1541,42265,1116
111.08,25890,4238,131506,1707
50.94,23458,3442,82306,2676
57.43,31044,4789,107792,3737
83.4,22287,2548,95397,1661
2.67,4125,790,12417,469
14.61,28255,3445,76528,1999
2.21,24612,1679,57783,927
7.1,16007,2434,45130,859
7.82,14569,1010,35280,700
19.0,38024,3741,98892,2418
9.38,47296,3982,115938,1232
3.19,14510,1898,38795,800
5.5,43863,4479,110765,2516
4.78,37680,2787,89817,2343
108.44,8750,1475,81339,1318
42.73,48926,5884,141235,4417
103.04,26377,3116,120629,2335
17.38,2556,467,11070,256
9.79,16690,2183,45825,1402
48.03,27992,4380,94526,1925
11.85,17840,1769,46563,1314
10.67,45828,6149,124144,2065
7.94,11888,1889,34339,1039
4.17,23945,2262,59625,1806
8.89,7256,1112,21397,987
13.17,47133,6377,128540,4578
33.63,8251,949,30996,397
1.94,26615,4177,74249,2684
7.09,11087,1081,28523,687
49.67,12660,1989,52766,1749
4.77,2773,367,7901,295
12.59,47867,4156,118746,1369
60.0,6923,1040,42283,449
5.05,39744,7261,116360,5846
2.59,28465,2746,70868,2426
19.88,38841,6674,115484,3182
10.8,8382,841,22744,600
24.86,41535,7192,125228,3485
48.86,8156,470,35738,152
4.43,34914,1783,79208,1422
26.07,21791,1459,57534,1084
21.13,40604,7353,122828,2441
4.67,36558,4754,97390,1841
29.34,28701,3992,85310,3591
9.59,21113,3722,62321,2569
20.07,35613,2051,85977,1600
2.58,23507,2540,59920,1354
18.46,24760,3626,71616,2215
10.98,2739,303,8811,203
51.84,21420,1174,67374,919
1.76,176,25,593,12
16.27,6573,714,19997,502
18.4,10722,566,28219,433
38.73,18908,1429,57012,1119
25.62,5396,445,19500,266
33.01,23051,2918,70173,1704
45.02,22570,1759,69040,638
59.46,505,52,24194,31
11.3,45176,7345,128976,5296
23.17,15445,2643,49680,2252
55.0,497,84,21807,31
136.55,14765,2277,120699,2006
66.09,14660,1924,65802,847
13.93,26476,3510,73101,1423
6.51,19957,3851,60000,1419
20.16,32606,5923,99354,5295
40.6,42868,6321,130276,4024
20.35,37857,4553,103069,2105
19.8,20410,3252,61485,1595
54.65,18428,1094,62524,951
13.45,41497,7954,125231,6681
58.94,38259,5055,124417,2578
15.67,33090,4150,90030,1403
11.94,7930,742,21631,593
18.15,49098,2479,114458,2103
43.12,36868,2182,98804,1751
4.04,19148,1712,47262,1451
6.56,46355,6083,123965,3926
90.75,21848,1366,93752,1097
5.79,5493,1075,17057,931
25.16,23985,2677,67665,2232
25.98,703,68,8365,44
20.18,6395,823,21437,615
31.05,41248,2464,103465,1805
7.83,7203,1279,21897,999
24.13,25351,3017,71714,1319
13.96,49889,3828,121527,1153
32.51,14646,1087,43995,658
4.57,15556,1620,39700,1230
25.38,18328,2492,55509,934
6.15,14774,1662,38620,1029
9.8,146,20,1925,9
7.4,919,143,3560,114
6.06,36675,5951,103850,2143
52.41,19506,2148,68723,1737
10.09,1180,185,4888,123
78.57,3246,231,42468,196
105.12,12026,1526,85573,1314
25.41,16030,975,43338,765
4.63,48040,4161,117383,2571
14.08,15387,2115,43990,815
47.94,39609,6379,127712,2776
13.74,35085,2255,83990,1241
2.73,2986,242,7407,178
24.41,13444,2672,46278,1675
55.95,22118,2226,76293,1253
47.68,41855,3876,119550,2273
5.78,7393,464,17800,345
33.51,3106,479,18307,153
7.47,39826,5027,105808,2843
7.38,24456,1800,58915,1158
62.16,43449,6297,142887,4113
8.62,37011,4769,99131,3201
9.17,14799,1994,40955,662
0.02,28534,5684,85488,3608
61.36,17702,961,64242,605
47.19,40886,7655,136256,6222
29.61,10052,1772,37020,1339
41.62,41784,4692,120453,1495
4.95,30589,5571,89583,3529
18.39,33005,4861,94258,3473
12.98,47024,8624,139506,5589
2.95,13481,1876,36595,1324
19.97,13993,1153,38214,426
76.05,28230,3851,108875,1546
1.23,30515,2345,72822,1523
10.34,49228,3501,117622,2732
6.98,19243,2850,53657,899
8.16,32926,6325,98642,3553
71.72,488,67,31680,59
18.94,12216,2069,38897,1571
18.84,19906,1498,51389,854
42.89,39880,5907,123337,2119
5.03,45494,7276,127932,3750
20.04,4952,278,15779,109
16.86,49847,3218,119246,2743
27.26,8727,1459,31864,1037
231.71,29148,3380,251546,2749
44.02,34850,3862,103612,3238
15.22,27114,5098,82686,3385
52.73,47684,9479,161908,2881
5.62,11160,1837,32170,1164
0.93,45269,7645,128807,5974
6.86,43279,3516,105036,1718
12.48,8309,655,22098,561
21.44,38297,7548,119296,6778
28.65,12258,1890,41631,1189
72.44,18176,2781,81085,1720
21.39,4476,415,15973,287
20.87,19751,3613,62334,2311
1.55,24048,1362,55002,539
1.07,18179,1657,44698,766
24.03,14078,1084,39466,456
17.3,12805,2006,39236,688
54.82,27007,4248,95550,1632
5.25,21931,2855,58739,2522
0.76,43729,2220,98591,1405
17.88,8065,1460,27211,548
8.13,10348,2000,31855,1455
1.53,47088,3783,113185,2217
38.69,23733,4184,80416,1819
3.55,29603,5801,88545,5024
28.12,7561,748,26317,325
9.9,27098,2107,66288,755
5.72,12921,2540,39225,1075
14.33,19970,1177,48537,997
48.5,13510,1234,50078,1005
14.93,22285,3594,65425,3006
41.68,19233,2742,65630,2329
4.02,24269,3705,67466,1283
44.45,23459,3664,80057,2662
8.11,27500,4205,77180,2938
33.94,34273,3473,95797,3110
25.03,11279,1090,34267,794
79.41,36443,4164,129090,3228
14.7,35595,6092,104467,4441
2.05,6587,1256,19601,844
0.58,14860,1757,38527,1110
52.61,26539,1668,80497,1470
22.32,27029,5155,85104,4442
44.78,6391,396,29746,222
8.01,27572,2036,66458,957
12.7,29503,5315,87843,3217
0.92,2601,345,6970,257
97.71,43140,4439,156765,2399
33.07,1855,351,14972,218
81.18,36258,7036,144270,3371
9.26,5916,589,16185,327
28.36,17700,3190,58901,2789
34.04,32716,4965,100188,2129
11.46,1990,181,6825,161
56.54,11323,2165,54726,929
88.22,46697,2776,148701,1364
64.85,25066,2448,88481,862
40.3,7788,852,32629,640
9.75,39368,6046,110488,1877
9.92,39584,2207,91765,1705
99.2,27653,5073,130071,3278
0.31,3846,572,10560,428
37.77,18679,1704,57483,1311
36.75,13114,1950,47117,730
29.24,48543,6336,136671,1982
138.48,42061,4224,186724,1694
11.21,36497,1981,84776,1050
12.46,7866,1043,23147,358
2.47,6247,389,14632,223
17.54,47981,8230,140786,3876
9.08,47310,2993,110952,1551
12.62,47278,5404,123817,4670
53.98,1163,133,22818,97
82.23,8930,1191,61095,827
6.16,43802,2449,100614,1695
13.98,9434,760,25281,481
79.2,10412,832,60223,505
1.91,25227,3527,68221,2924
2.91,36143,3236,88713,1116
5.33,1076,77,3152,36
27.13,45251,2387,109503,865
4.89,44274,7795,128064,2390
103.33,11839,2317,87782,714
17.76,4169,648,15319,203
20.89,15704,1757,44965,1245
8.5,14712,1004,35682,368
19.1,49202,5966,132407,2514
32.53,39270,4657,111103,2567
41.73,45201,5106,129410,2356
42.06,445,47,14762,37
25.87,37810,4707,105735,3172
70.41,19426,1184,74315,591
51.02,9463,527,39779,258
42.45,3870,230,22717,163
1.72,44221,3537,106239,1423
0.21,8524,781,20957,365
7.16,12090,911,29693,466
32.68,8148,715,29210,409
15.89,28822,2244,72031,929
15.45,44967,3265,109294,1287
64.78,44759,4204,136605,3758
67.78,32237,3534,110042,2996
71.96,15673,2533,74535,1555
11.3,16934,3273,52132,2485
35.24,9654,1813,38831,1277
9.51,33218,4032,88062,1391
6.34,27372,3262,71852,1992
6.12,42368,2917,100078,1196
12.56,36872,7218,112060,4694
16.86,11217,1839,35090,619
53.33,21162,3748,80534,1490
3.83,16728,1423,40945,1094
39.83,13115,1444,46019,1163
22.74,4834,316,16671,266
10.19,45739,8741,136808,7325
20.37,15262,1417,42204,1196
10.7,49692,6927,135768,2471
27.2,44605,3248,112541,2259
17.07,9759,1663,31358,1198
5.39,16895,1316,40995,606
3.72,33681,5773,96585,5171
23.74,29017,3199,79810,1508
69.81,18214,2489,78037,1605
12.65,6743,609,18779,501
39.62,13369,2438,51395,1154
32.25,18458,3026,61201,2008
80.45,33417,3446,120144,2522
51.61,47320,6520,145777,4407
25.08,32593,2260,82767,1228
32.1,18421,1364,52756,1182
68.6,303,39,29208,26
15.3,15818,2310,46178,1003
11.87,36456,4871,99312,3817
0.33,35404,4740,94517,3287
52.56,22272,3593,81559,1313
48.43,8398,1556,41427,726
3.31,20295,2194,51861,866
25.8,35569,4643,100905,1595
18.71,44957,8270,135309,3623
3.79,10511,1257,27676,586
118.23,7925,925,84749,536
7.25,31338,5170,89502,4557
2.09,38842,7053,113099,6107
27.1,4190,673,18800,506
40.28,23440,1524,67282,1048
0.99,27251,3262,70861,2832
32.25,43427,3552,113771,1369
22.8,9352,912,28706,454
3.27,35414,4260,92423,2692
5.68,3836,319,9944,251
25.18,47468,6046,131482,4076
10.54,1772,259,6551,203
83.57,501,90,39651,35
51.23,15422,1260,55480,523
123.25,25277,2441,131177,1816
9.02,11291,1251,30191,636
104.92,37181,3111,143653,1747
16.93,14765,1473,40377,1141
12.81,44512,8123,131931,2778
1.55,44694,3164,105304,1268
1.63,49339,5751,127536,2746
35.33,49171,4752,132602,3944
18.37,39147,2410,94280,1308
7.71,31613,2036,74475,918
28.56,3067,514,16333,363
8.75,37118,6601,108534,2100
25.86,24895,4013,76428,3070
13.35,3338,436,11295,313
52.04,8613,1428,43137,475
51.56,2838,206,25217,123
19.47,5036,841,18571,456
12.96,34704,3939,91436,1555
13.51,30906,5023,89409,1971
49.15,1668,140,21266,55
11.93,43382,7586,126755,5005
7.04,30960,4186,83783,1685
2.65,46915,2397,106031,804
18.86,4820,616,16815,538
19.74,40825,3941,105740,1274
55.15,44023,2580,121423,1801
7.5,8644,1012,23375,871
14.39,25704,2486,66567,802
49.57,39393,3177,112121,2793
52.05,16183,1656,59424,995
14.57,8035,618,21939,476
18.44,30129,2861,78521,1931
10.84,26685,1795,64129,1202
80.89,23998,1503,91888,1162
3.79,23549,4391,69421,1489
81.43,6837,1267,56749,678
34.55,35408,6168,111809,5438
22.75,20303,1716,54611,571
1.0,29159,4632,81527,2119
19.36,25548,3537,73041,2487
15.71,17318,998,42740,359
5.27,19808,3663,58536,2278
32.05,17113,3417,60382,2487
106.37,3086,482,63435,363
24.78,47826,4052,122079,2579
37.63,24417,3251,76631,1951
2.13,25482,1692,59579,1232
16.22,6585,624,19556,241
3.71,30604,4822,85675,3415
28.46,23628,2248,66089,1914
83.65,11872,855,66274,606
32.52,10252,524,32397,171
2.4,12631,1716,34027,1035
13.14,30178,5893,92202,4335
24.0,38735,4749,107093,1547
15.49,26019,2130,65734,1613
53.81,23000,2748,79475,1288
50.57,37494,5260,119268,3436
28.39,35130,5979,107718,5260
14.03,2514,296,9134,265
8.84,10453,793,26186,539
3.36,15659,1224,37745,728
13.15,12412,2295,38683,933
15.99,27657,2362,70321,1003
33.79,38108,6066,116368,3381
32.2,14153,1278,43832,921
2.18,41917,6626,117125,5046
15.09,37990,2346,90640,1016
6.02,5093,413,12989,256
5.12,18976,2112,49090,1383
52.69,48481,6171,146938,5158
1.28,8311,855,20969,706
16.3,13615,1852,39780,1463
5.53,41865,4136,105059,2522
63.44,16435,2494,70605,845
24.43,2275,288,12026,144
7.89,2505,390,8069,262
20.94,7441,853,23938,582
39.45,24384,4425,83280,3581
95.19,28102,3015,117713,1590
7.47,25556,2458,64423,2118
65.19,26360,3520,96640,1400
81.68,44024,5563,152774,1835
74.46,16063,2051,74506,832
30.27,18089,3064,59824,1769
29.81,19041,2633,59386,2089
15.49,25119,4591,76239,1801
41.88,15879,2268,56648,1426
22.73,18526,986,47401,755
33.94,30283,5467,97789,1754
16.78,878,154,5963,50
39.45,36027,2065,94766,1227
52.2,6495,446,34076,182
4.75,34614,4619,92840,2634
53.68,6074,342,33522,111
23.32,5250,586,19058,519
55.87,12232,2401,57346,1662
16.93,49672,3770,121677,2684
14.29,42911,3472,105884,2103
73.97,18592,2815,83071,2237
8.68,37542,2124,86982,1699
